"","V1","V2"
"40227","type","shit"
"40231","u","know"
"40232","u","can"
"40233","u","r"
"40547","ugh","i"
"40548","ugh","im"
"40549","ugh","hate"
"40555","ughh","i"
"40556","ugly","ass"
"40557","ugly","people"
"40558","ugly","i"
"40561","uh","oh"
"40562","uh","huh"
"40563","uh","i"
"40567","uk","fans"
"40568","uk","fan"
"40569","ultimate","goal"
"40570","ultra","lounge"
"40571","um","i"
"40572","um","yeah"
"40573","um","yes"
"40576","umm","i"
"40577","uncle","sam"
"40578","unconditional","love"
"40579","under","the"
"40580","underestimate","power"
"40581","understand","i"
"40582","understand","people"
"40583","understand","im"
"40589","unemployment","rate"
"40590","unfollow","human"
"40591","unfollow","page"
"40592","unfollow","people"
"40595","unfollowing","people"
"40596","unfortunately","i"
"40597","unfortunately","im"
"40598","union","station"
"40599","union","square"
"40600","united","states"
"40601","united","way"
"40602","united","center"
"40603","universal","studios"
"40604","universe","will"
"40605","universe","i"
"40606","unknown","author"
"40607","unless","i"
"40608","unless","u"
"40609","unless","im"
"40616","until","i"
"40617","until","next"
"40618","until","new"
"40619","up","early"
"40620","up","to"
"40621","up","and"
"40637","upcoming","events"
"40638","upcoming","shows"
"40639","upcoming","event"
"40642","update","i"
"40643","update","soon"
"40644","updates","coming"
"40645","upon","us"
"40646","upon","time"
"40647","upper","s"
"40648","upper","west"
"40649","upper","body"
"40650","ups","downs"
"40651","upset","i"
"40652","ur","life"
"40653","ur","welcome"
"40654","ur","day"
"40727","urban","dictionary"
"40728","urban","outfitters"
"40729","us","know"
"40730","us","today"
"40731","us","get"
"40937","usa","today"
"40938","usa","usa"
"40939","usa","i"
"40941","use","twitter"
"40942","use","word"
"40943","use","code"
"40983","used","know"
"40984","used","live"
"40985","used","love"
"41007","user","experience"
"41008","user","name"
"41009","user","group"
"41010","uses","twitter"
"41011","using","twitter"
"41012","using","social"
"41013","using","word"
"41022","usual","i"
"41023","usually","i"
"41024","usually","get"
"41025","usually","just"
"41028","v","day"
"41029","va","beach"
"41030","vacation","i"
"41031","vacation","time"
"41032","valentines","day"
"41033","valid","point"
"41034","valley","mall"
"41035","vampire","diaries"
"41036","van","halen"
"41037","van","gundy"
"41038","van","gogh"
"41040","vanilla","ice"
"41041","ve","gone"
"41042","ve","done"
"41043","ve","never"
"41053","vegas","i"
"41054","vegas","next"
"41055","vegas","weekend"
"41058","veil","brides"
"41059","velvet","cake"
"41060","vending","machine"
"41061","venice","beach"
"41062","version","i"
"41063","version","the"
"41064","very","cool"
"41065","very","excited"
"41066","very","nice"
"41095","veterans","day"
"41096","via","twitter"
"41097","via","email"
"41098","via","text"
"41107","vice","versa"
"41108","vice","president"
"41109","victor","cruz"
"41110","victoria","secret"
"41111","victorias","secret"
"41112","vidal","sassoon"
"41113","video","games"
"41114","video","i"
"41115","video","shoot"
"41145","videos","youtube"
"41146","videos","i"
"41147","viewing","party"
"41148","viggle","get"
"41149","vikings","stadium"
"41150","vince","lombardi"
"41151","vince","young"
"41152","vincent","peale"
"41153","viola","davis"
"41154","violets","blue"
"41155","vip","tickets"
"41156","vip","card"
"41157","virginia","tech"
"41158","virginia","beach"
"41159","virginia","weather"
"41160","visit","us"
"41161","visit","wwwradiotagrcomwfuv"
"41162","visit","soon"
"41170","visiting","us"
"41171","visiting","family"
"41172","vitamin","d"
"41173","vitamin","c"
"41174","vitamin","water"
"41175","viva","la"
"41176","voice","i"
"41177","voice","amazing"
"41178","voice","heard"
"41185","volleyball","game"
"41186","volume","trading"
"41187","volunteer","week"
"41188","volunteers","needed"
"41189","von","goethe"
"41190","vote","vote"
"41191","vote","today"
"41192","vote","yes"
"41200","voted","best"
"41201","voted","times"
"41202","voted","yes"
"41203","voter","id"
"41204","vs","the"
"41205","vs","heat"
"41206","vs","new"
"41209","w","u"
"41210","w","us"
"41211","w","new"
"41245","wa","state"
"41246","waffle","house"
"41247","wait","see"
"41248","wait","till"
"41249","wait","get"
"41344","waited","long"
"41345","waiting","see"
"41346","waiting","get"
"41347","waiting","hear"
"41374","waka","flocka"
"41375","wake","early"
"41376","wake","up"
"41377","wake","morning"
"41385","waking","early"
"41386","waking","morning"
"41387","waking","am"
"41388","wal","mart"
"41389","waldo","emerson"
"41390","walk","away"
"41391","walk","around"
"41392","walk","home"
"41411","walked","away"
"41412","walked","past"
"41413","walked","around"
"41414","walking","around"
"41415","walking","dead"
"41416","walking","home"
"41421","walks","away"
"41422","wall","street"
"41423","wall","st"
"41424","wall","i"
"41425","wallingford","ct"
"41426","walt","disney"
"41427","walt","whitman"
"41428","wana","go"
"41429","wandering","around"
"41430","wango","tango"
"41431","wanna","go"
"41432","wanna","see"
"41433","wanna","get"
"41506","want","go"
"41507","want","see"
"41508","want","know"
"41718","wanted","say"
"41719","wanted","go"
"41720","wanted","see"
"41743","wanting","go"
"41744","wanting","get"
"41745","wants","go"
"41746","wants","see"
"41747","wants","know"
"41772","war","horse"
"41773","war","women"
"41774","war","i"
"41775","ward","beecher"
"41776","warm","weather"
"41777","warm","welcome"
"41778","warm","enough"
"41784","warmer","weather"
"41785","warms","heart"
"41786","warner","cable"
"41787","warner","bros"
"41788","warped","tour"
"41789","warren","buffett"
"41790","wars","day"
"41791","was","just"
"41792","was","great"
"41793","was","a"
"41811","wash","hands"
"41812","wash","car"
"41813","wash","hair"
"41815","washing","machine"
"41816","washington","dc"
"41817","washington","post"
"41818","washington","state"
"41821","wasnt","even"
"41822","waste","time"
"41823","waste","money"
"41824","wasted","time"
"41825","wasting","time"
"41826","wat","u"
"41827","wat","i"
"41828","wat","im"
"41829","watch","movie"
"41830","watch","tv"
"41831","watch","game"
"41887","watched","the"
"41888","watched","movie"
"41889","watched","video"
"41900","watching","the"
"41901","watching","tv"
"41902","watching","game"
"41968","water","i"
"41969","water","bottle"
"41970","water","st"
"41975","wats","good"
"41976","way","i"
"41977","way","go"
"41978","way","get"
"42119","wayne","dyer"
"42120","wayne","gretzky"
"42121","ways","get"
"42122","ways","i"
"42123","ways","can"
"42125","we","will"
"42126","we","need"
"42127","we","love"
"42325","weak","ass"
"42326","weak","i"
"42327","wear","pants"
"42328","wear","red"
"42329","wear","white"
"42342","wearing","pants"
"42343","wearing","red"
"42344","wearing","shirt"
"42353","weather","today"
"42354","weather","i"
"42355","weather","f"
"42372","web","site"
"42373","web","design"
"42374","web","series"
"42384","webinar","today"
"42385","website","i"
"42386","website","will"
"42387","website","coming"
"42398","webster","hall"
"42399","wed","love"
"42400","wed","like"
"42401","wed","pm"
"42405","wedding","dress"
"42406","wedding","day"
"42407","wedding","planning"
"42411","wednesday","night"
"42412","wednesday","wallingford"
"42413","wednesday","pm"
"42419","wee","bit"
"42420","week","i"
"42421","week","im"
"42422","week","will"
"42532","weekend","i"
"42533","weekend","everyone"
"42534","weekend","im"
"42611","weeks","ago"
"42612","weeks","i"
"42613","weeks","away"
"42627","weight","loss"
"42628","weight","room"
"42629","weight","i"
"42632","weird","i"
"42633","weird","im"
"42634","weird","lol"
"42643","welcome","back"
"42644","welcome","twitter"
"42645","welcome","new"
"42683","well","i"
"42684","well","done"
"42685","well","im"
"42861","wells","fargo"
"42862","welp","i"
"42863","wen","u"
"42864","wen","i"
"42865","wen","im"
"42866","wendell","holmes"
"42867","wendy","williams"
"42868","went","well"
"42869","went","back"
"42870","went","great"
"42906","were","excited"
"42907","were","going"
"42908","were","looking"
"42958","west","coast"
"42959","west","side"
"42960","west","virginia"
"42967","western","conference"
"42968","wet","tshirt"
"42969","weve","got"
"42970","what","i"
"42971","what","think"
"42972","what","great"
"43133","whatcha","got"
"43134","whatever","i"
"43135","whatever","want"
"43136","whatever","happened"
"43147","whats","good"
"43148","whats","favorite"
"43149","whats","going"
"43184","wheel","fortune"
"43185","when","i"
"43186","when","people"
"43187","when","will"
"43250","whenever","i"
"43251","whenever","im"
"43252","whenever","want"
"43256","whenifirstjoinedtwitter","i"
"43257","whens","next"
"43258","whens","last"
"43259","where","i"
"43260","where","can"
"43261","where","u"
"43291","wherever","go"
"43292","wherever","i"
"43293","whether","i"
"43294","whether","get"
"43295","whether","think"
"43297","which","one"
"43298","which","means"
"43299","which","i"
"43302","while","i"
"43303","while","im"
"43304","while","watching"
"43305","whipped","cream"
"43306","whiskey","chicks"
"43307","white","house"
"43308","white","people"
"43309","white","girl"
"43331","whitney","houston"
"43332","whitney","houstons"
"43333","who","wants"
"43334","who","else"
"43335","who","knew"
"43380","whoa","whoa"
"43381","whoa","i"
"43382","whoa","just"
"43383","whoever","said"
"43384","whoever","wins"
"43385","whole","life"
"43386","whole","thing"
"43387","whole","world"
"43426","whoo","hoo"
"43427","whoop","whoop"
"43428","whoop","ass"
"43429","whoops","i"
"43430","whore","i"
"43431","whos","going"
"43432","whos","ready"
"43433","whos","coming"
"43440","wht","u"
"43441","why","i"
"43442","why","people"
"43443","why","everyone"
"43508","wide","awake"
"43509","wide","open"
"43510","wide","world"
"43513","wife","i"
"43514","wife","just"
"43515","wife","kids"
"43517","wiggle","wiggle"
"43518","wild","things"
"43519","wild","one"
"43520","wild","wings"
"43524","will","never"
"43525","will","get"
"43526","will","make"
"43949","william","shakespeare"
"43950","william","james"
"43951","willie","nelson"
"43952","willing","take"
"43953","willing","pay"
"43954","willing","give"
"43958","willy","wonka"
"43959","win","tonight"
"43960","win","free"
"43961","win","game"
"44014","wind","blowing"
"44015","window","open"
"44016","window","i"
"44017","windows","open"
"44018","windows","phone"
"44019","windows","i"
"44020","winds","mph"
"44021","windy","city"
"44022","wine","tasting"
"44023","wine","bar"
"44024","wine","beer"
"44035","wing","night"
"44036","wink","wink"
"44037","winner","will"
"44038","winner","gets"
"44039","winner","announced"
"44041","winners","will"
"44042","winning","streak"
"44043","winning","novel"
"44044","winning","team"
"44047","wins","best"
"44048","wins","game"
"44049","wins","i"
"44051","winston","churchill"
"44052","winter","break"
"44053","winter","weather"
"44054","winter","coat"
"44058","wisconsin","state"
"44059","wisdom","teeth"
"44060","wise","words"
"44061","wise","man"
"44062","wish","i"
"44063","wish","luck"
"44064","wish","happy"
"44108","wished","i"
"44109","wished","happy"
"44110","wishes","i"
"44111","wishes","everyone"
"44112","wishes","come"
"44115","wishful","thinking"
"44116","wishing","i"
"44117","wishing","everyone"
"44118","wishing","happy"
"44122","wit","u"
"44123","wit","ya"
"44124","wit","da"
"44131","with","the"
"44132","with","a"
"44133","with","my"
"44151","within","next"
"44152","within","minutes"
"44153","within","us"
"44158","without","doubt"
"44159","without","getting"
"44160","without","saying"
"44182","wiz","khalifa"
"44183","wizard","oz"
"44184","woah","i"
"44185","woah","woah"
"44186","woke","morning"
"44187","woke","i"
"44188","woke","early"
"44196","wolfgang","von"
"44197","woman","i"
"44198","woman","can"
"44199","woman","just"
"44205","women","i"
"44206","women","like"
"44207","women","want"
"44217","womens","day"
"44218","womens","basketball"
"44219","womens","health"
"44223","won","best"
"44224","won","game"
"44225","won","first"
"44236","wonder","i"
"44237","wonder","many"
"44238","wonder","will"
"44251","wonderful","day"
"44252","wonderful","weekend"
"44253","wonderful","time"
"44272","wondering","i"
"44273","wondering","many"
"44274","wondering","thing"
